'sample #',MLII,V5
631095,951,984
631096,946,980
631097,942,978
631098,939,980
631099,933,992
631100,923,1018
631101,922,1042
631102,937,1066
631103,959,1084
631104,989,1102
631105,1017,1123
631106,1056,1144
631107,1109,1166
631108,1166,1173
631109,1207,1149
631110,1226,1084
631111,1217,1018
631112,1173,979
631113,1095,977
631114,1017,987
631115,961,994
631116,935,994
631117,932,995
631118,942,999
631119,951,1000
631120,958,1001
631121,960,1002
631122,959,998
631123,960,994
631124,957,996
631125,956,999
631126,961,999
631127,960,1002
631128,961,1002
631129,960,997
631130,957,997
631131,956,999
631132,958,1000
631133,959,998
631134,958,1000
631135,958,999
631136,955,998
631137,956,1001
631138,957,1003
631139,958,1001
631140,959,1002
631141,961,1000
631142,957,1000
631143,958,1003
631144,957,1005
631145,960,1003
631146,961,1004
631147,960,1003
631148,959,1004
631149,961,1004
631150,961,1003
631151,962,1006
631152,963,1004
631153,960,1002
631154,960,1001
631155,960,1002
631156,961,1004
631157,963,1006
631158,963,1003
631159,960,1002
631160,959,1001
631161,958,1001
631162,960,1003
631163,962,1005
631164,962,1006
631165,960,1005
631166,960,1002
631167,958,1002
631168,960,1003
631169,962,1004
631170,963,1004
631171,962,1003
631172,961,1002
631173,959,1002
631174,962,1004
631175,964,1005
631176,964,1004
631177,962,1004
631178,960,1000
631179,959,1000
631180,962,1003
631181,966,1003
631182,966,1002
631183,965,1000
631184,964,999
631185,964,996
631186,966,1000
631187,967,1000
631188,966,998
631189,964,997
631190,964,993
631191,963,992
631192,965,995
631193,968,993
631194,966,993
631195,965,989
631196,962,988
631197,964,989
631198,965,990
631199,967,989
631200,965,988
631201,963,986
631202,961,986
631203,963,984
631204,965,986
631205,967,986
631206,968,987
631207,969,988
631208,966,987
631209,967,985
631210,968,990
631211,972,988
631212,971,990
631213,970,989
631214,968,986
631215,966,991
631216,971,997
631217,973,997
631218,972,999
631219,974,999
631220,972,998
631221,973,1002
631222,976,1005
631223,977,1006
631224,976,1008
631225,978,1008
631226,977,1009
631227,977,1010
631228,980,1011
631229,981,1012
631230,983,1012
631231,981,1011
631232,981,1008
631233,979,1011
631234,982,1014
631235,982,1014
631236,983,1013
631237,980,1011
631238,981,1009
631239,981,1010
631240,984,1013
631241,985,1012
631242,986,1014
631243,985,1010
631244,982,1009
631245,981,1009
631246,984,1012
631247,984,1011
631248,983,1007
631249,980,1007
631250,979,1010
631251,976,1009
631252,977,1011
631253,979,1009
631254,980,1010
631255,980,1007
631256,978,1006
631257,976,1006
631258,977,1010
631259,978,1009
631260,977,1010
631261,977,1008
631262,975,1006
631263,973,1007
631264,975,1008
631265,976,1010
631266,976,1009
631267,975,1008
631268,976,1004
631269,976,1009
631270,977,1009
631271,979,1013
631272,977,1008
631273,974,1004
631274,972,1004
631275,970,1004
631276,968,1005
631277,973,1006
631278,974,1006
631279,973,1003
631280,970,1000
631281,968,1002
631282,968,1003
631283,973,1006
631284,972,1004
631285,971,1002
631286,968,1001
631287,969,1002
631288,969,1003
631289,972,1003
631290,971,1002
631291,970,999
631292,967,999
631293,965,1001
631294,970,1002
631295,967,1002
631296,969,1002
631297,969,1002
631298,967,999
631299,968,1000
631300,970,1001
631301,973,1003
631302,974,1003
631303,972,1000
631304,972,1000
631305,976,1000
631306,981,1001
631307,982,1002
631308,982,1002
631309,980,1000
631310,980,1002
631311,981,1005
631312,984,1006
631313,989,1009
631314,990,1009
631315,990,1007
631316,988,1006
631317,990,1006
631318,993,1011
631319,993,1012
631320,991,1013
631321,989,1013
631322,984,1011
631323,984,1013
631324,982,1014
631325,987,1014
631326,989,1015
631327,985,1011
631328,983,1007
631329,985,1006
631330,991,1006
631331,993,1004
631332,986,1004
631333,978,1001
631334,974,1002
631335,971,1006
631336,971,1007
631337,969,1004
631338,965,1004
631339,961,998
631340,964,997
631341,962,998
631342,962,998
631343,960,1001
631344,962,1000
631345,960,998
631346,956,995
631347,955,999
631348,961,998
631349,961,999
631350,958,998
631351,956,997
631352,952,996
631353,950,999
631354,952,1000
631355,955,1000
631356,956,998
631357,956,996
631358,954,997
631359,953,995
631360,954,994
631361,955,990
631362,950,984
631363,946,978
631364,935,972
631365,928,969
631366,926,974
631367,920,993
631368,917,1018
631369,920,1040
631370,933,1054
631371,961,1068
631372,997,1083
631373,1036,1110
631374,1087,1137
631375,1145,1152
631376,1190,1140
631377,1217,1086
631378,1218,1018
631379,1182,965
631380,1103,951
631381,1014,961
631382,947,971
631383,916,979
631384,911,986
631385,915,986
631386,922,991
631387,928,990
631388,934,989
631389,940,988
631390,945,990
631391,944,989
631392,947,990
631393,944,990
631394,943,988
631395,944,990
631396,945,992
631397,948,993
631398,948,992
631399,947,989
631400,945,988
631401,943,990
631402,943,994
631403,947,991
631404,947,993
631405,944,987
631406,941,989
631407,938,989
631408,941,994
631409,941,998
631410,942,997
631411,942,993
631412,942,994
631413,941,993
631414,944,994
631415,948,994
631416,945,996
631417,942,993
631418,941,989
631419,938,990
631420,942,992
631421,943,994
631422,940,990
631423,942,988
631424,941,987
631425,939,992
631426,941,994
631427,944,994
631428,945,993
631429,943,990
631430,942,986
631431,937,988
631432,939,994
631433,942,995
631434,942,992
631435,939,992
631436,940,992
631437,939,991
631438,943,992
631439,944,992
631440,943,988
631441,942,990
631442,939,987
631443,939,990
631444,942,991
631445,942,988
631446,941,989
631447,941,987
631448,938,985
631449,938,985
631450,941,984
631451,941,987
631452,939,986
631453,938,985
631454,939,979
631455,940,977
631456,941,980
631457,943,980
631458,943,980
631459,940,976
631460,939,974
631461,936,971
631462,937,970
631463,938,969
631464,937,971
631465,935,972
631466,933,968
631467,932,965
631468,933,968
631469,932,969
631470,931,967
631471,926,964
631472,928,964
631473,928,966
631474,930,965
631475,936,966
631476,935,967
631477,933,970
631478,931,969
631479,933,970
631480,937,975
631481,937,978
631482,937,978
631483,939,977
631484,939,979
631485,939,983
631486,944,986
631487,950,988
631488,954,989
631489,954,987
631490,948,989
631491,950,988
631492,952,993
631493,952,996
631494,956,997
631495,958,991
631496,956,986
631497,954,988
631498,952,991
631499,955,992
631500,955,995
631501,954,991
631502,951,993
631503,951,996
631504,952,995
631505,953,994
631506,955,993
631507,953,991
631508,952,989
631509,950,989
631510,952,992
631511,953,991
631512,950,992
631513,951,991
631514,950,990
631515,951,991
631516,957,993
631517,958,993
631518,958,990
631519,954,989
631520,953,985
631521,951,986
631522,955,990
631523,954,990
631524,952,990
631525,953,988
631526,949,987
631527,950,987
631528,949,988
631529,949,989
631530,950,991
631531,949,990
631532,949,987
631533,947,989
631534,948,988
631535,949,983
631536,948,980
631537,945,977
631538,942,977
631539,940,980
631540,940,983
631541,944,985
631542,946,987
631543,949,983
631544,946,982
631545,947,980
631546,947,981
631547,948,981
631548,947,980
631549,942,979
631550,938,979
631551,937,980
631552,942,981
631553,944,983
631554,945,983
631555,943,979
631556,942,980
631557,940,978
631558,941,980
631559,940,981
631560,942,981
631561,944,980
631562,944,979
631563,946,979
631564,950,980
631565,952,981
631566,953,979
631567,953,979
631568,954,980
631569,955,982
631570,959,986
631571,963,985
631572,967,984
631573,966,985
631574,963,985
631575,965,988
631576,965,987
631577,969,988
631578,969,987
631579,967,986
631580,963,984
631581,958,989
631582,961,994
631583,963,993
631584,966,991
631585,968,989
631586,963,992
631587,961,991
631588,960,992
631589,960,990
631590,959,987
631591,960,986
631592,963,983
631593,965,985
631594,968,985
631595,965,986
631596,960,986
631597,953,981
631598,953,978
631599,947,981
631600,946,981
631601,946,982
631602,943,984
631603,941,981
631604,938,977
631605,942,977
631606,942,981
631607,944,981
631608,945,982
631609,943,979
631610,941,979
631611,937,979
631612,938,980
631613,940,982
631614,942,981
631615,940,980
631616,938,979
631617,936,978
631618,939,982
631619,938,980
631620,940,976
631621,937,972
631622,934,964
631623,927,962
631624,922,958
631625,918,965
631626,911,978
631627,904,1004
631628,904,1029
631629,924,1050
631630,956,1068
631631,995,1084
631632,1040,1108
631633,1098,1131
631634,1156,1143
631635,1203,1106
631636,1223,1029
631637,1200,960
631638,1121,933
631639,1015,946
631640,937,961
631641,905,971
631642,908,976
631643,921,981
631644,934,982
631645,939,980
631646,938,977
631647,935,978
631648,935,980
631649,939,982
631650,939,982
631651,938,980
631652,936,979
631653,937,980
631654,939,984
631655,939,983
631656,937,985
631657,935,983
631658,936,982
631659,934,982
631660,935,986
631661,936,986
631662,938,986
631663,938,984
631664,934,984
631665,934,984
631666,937,986
631667,937,984
631668,936,988
631669,935,986
631670,935,986
631671,935,986
631672,939,986
631673,943,989
631674,941,988
631675,941,986
631676,941,985
631677,938,988
631678,941,990
631679,941,990
631680,943,991
631681,938,988
631682,937,985
631683,936,987
631684,937,990
631685,939,992
631686,941,992
631687,941,991
631688,937,988
631689,937,990
631690,941,990
631691,943,990
631692,943,992
631693,943,990
631694,941,987
631695,941,989
631696,943,990
631697,946,990
631698,944,990
631699,944,989
631700,942,984
631701,944,987
631702,948,988
631703,949,990
631704,951,987
631705,946,986
631706,944,981
631707,943,982
631708,947,985
631709,947,982
631710,946,983
631711,945,978
631712,943,974
631713,941,973
631714,944,973
631715,943,975
631716,945,974
631717,942,971
631718,942,968
631719,941,968
631720,942,968
631721,945,969
631722,942,967
631723,941,967
631724,937,966
631725,934,969
631726,939,971
631727,942,971
631728,942,974
631729,940,972
631730,942,974
631731,943,977
631732,947,981
631733,949,988
631734,952,990
631735,954,991
631736,954,992
631737,956,993
631738,961,997
631739,962,1003
631740,965,1002
631741,964,1002
631742,964,1000
631743,966,1000
631744,968,1003
631745,970,1004
631746,970,1006
631747,972,1004
631748,969,1002
631749,970,1006
631750,973,1005
631751,971,1008
631752,971,1007
631753,972,1004
631754,968,1003
631755,970,1006
631756,968,1005
631757,971,1008
631758,970,1007
631759,971,1006
631760,966,1004
631761,967,1005
631762,969,1009
631763,973,1008
631764,972,1009
631765,970,1007
631766,968,1006
631767,967,1006
631768,971,1008
631769,971,1009
631770,973,1008
631771,972,1006
631772,969,1005
631773,969,1007
631774,969,1009
631775,971,1007
631776,971,1007
631777,969,1005
631778,967,1001
631779,965,1006
631780,965,1009
631781,970,1006
631782,965,1009
631783,967,1005
631784,963,1003
631785,963,1004
631786,963,1006
631787,964,1008
631788,966,1007
631789,965,1004
631790,962,1003
631791,963,1003
631792,965,1004
631793,967,1007
631794,967,1004
631795,964,1003
631796,962,1003
631797,963,1004
631798,964,1003
631799,966,1005
631800,966,1002
631801,964,1002
631802,963,1000
631803,962,998
631804,964,1004
631805,967,1003
631806,966,1006
631807,965,1002
631808,961,1000
631809,961,1002
631810,965,1006
631811,965,1003
631812,965,1002
631813,964,1004
631814,964,1001
631815,963,1004
631816,964,1005
631817,967,1007
631818,967,1005
631819,967,1003
631820,965,1002
631821,966,1002
631822,967,1007
631823,969,1004
631824,969,1005
631825,971,1003
631826,971,1002
631827,976,1003
631828,978,1006
631829,981,1010
631830,983,1008
631831,983,1006
631832,980,1007
631833,979,1010
631834,985,1012
631835,990,1014
631836,988,1016
631837,992,1013
631838,987,1012
631839,987,1016
631840,988,1016
631841,989,1018
631842,987,1019
631843,987,1019
631844,986,1016
631845,987,1016
631846,989,1021
631847,987,1021
631848,982,1021
631849,981,1018
631850,981,1016
631851,986,1018
631852,991,1018
631853,996,1016
631854,996,1014
631855,989,1012
631856,983,1010
631857,974,1012
631858,971,1013
631859,971,1013
631860,971,1013
631861,966,1005
631862,964,1004
631863,962,1006
631864,960,1011
631865,961,1010
631866,962,1010
631867,963,1006
631868,962,1005
631869,959,1007
631870,959,1007
631871,960,1010
631872,959,1009
631873,960,1008
631874,959,1005
631875,957,1007
631876,959,1010
631877,961,1010
631878,959,1011
631879,959,1008
631880,957,1004
631881,955,998
631882,955,996
631883,950,991
631884,943,985
631885,935,981
631886,930,980
631887,925,1001
631888,921,1032
631889,922,1059
631890,943,1081
631891,972,1096
631892,1006,1116
631893,1045,1137
631894,1098,1158
631895,1155,1182
631896,1204,1201
631897,1231,1211
631898,1250,1197
631899,1261,1147
631900,1254,1068
631901,1215,1005
631902,1142,983
631903,1045,991
631904,969,999
631905,931,1005
631906,929,1007
631907,944,1008
631908,954,1010
631909,957,1008
631910,954,1006
631911,952,1007
631912,956,1008
631913,959,1010
631914,959,1007
631915,956,1006
631916,954,1006
631917,952,1006
631918,953,1011
631919,953,1011
631920,953,1009
631921,952,1008
631922,952,1006
631923,949,1008
631924,951,1010
631925,953,1011
631926,953,1011
631927,954,1009
631928,952,1007
631929,948,1008
631930,950,1010
631931,952,1013
631932,952,1011
631933,950,1009
631934,949,1007
631935,948,1008
631936,952,1012
631937,953,1012
631938,956,1013
631939,953,1009
631940,953,1009
631941,953,1011
631942,953,1012
631943,955,1013
631944,957,1012
631945,952,1008
631946,952,1008
631947,950,1009
631948,947,1011
631949,952,1013
631950,952,1012
631951,950,1009
631952,951,1008
631953,949,1007
631954,951,1009
631955,952,1010
631956,954,1009
631957,951,1008
631958,951,1006
631959,951,1007
631960,953,1007
631961,957,1007
631962,954,1008
631963,956,1005
631964,952,1005
631965,951,1005
631966,951,1003
631967,955,1004
631968,954,1004
631969,954,999
631970,953,1000
631971,952,999
631972,950,999
631973,953,999
631974,955,997
631975,952,995
631976,953,990
631977,951,991
631978,953,995
631979,958,995
631980,957,993
631981,954,992
631982,953,991
631983,952,992
631984,955,993
631985,955,995
631986,956,994
631987,953,996
631988,952,994
631989,953,996
631990,957,998
631991,956,1002
631992,956,1003
631993,957,1001
631994,955,1002
631995,956,1007
631996,960,1011
631997,963,1013
631998,963,1015
631999,963,1012
632000,965,1015
632001,964,1016
632002,969,1019
632003,971,1024
632004,970,1022
632005,968,1022
632006,967,1020
632007,966,1023
632008,967,1023
632009,970,1024
632010,972,1025
632011,971,1021
632012,969,1020
632013,970,1023
632014,971,1025
632015,974,1027
632016,973,1023
632017,973,1022
632018,968,1021
632019,968,1020
632020,969,1023
632021,970,1025
632022,970,1025
632023,970,1022
632024,964,1020
632025,964,1020
632026,966,1021
632027,969,1022
632028,970,1023
632029,970,1023
632030,966,1020
632031,967,1020
632032,964,1021
632033,966,1024
632034,968,1022
632035,967,1021
632036,965,1019
632037,967,1021
632038,968,1022
632039,968,1022
632040,969,1020
632041,969,1017
632042,966,1018
632043,965,1018
632044,966,1019
632045,966,1023
632046,967,1021
632047,963,1016
632048,962,1016
632049,958,1017
632050,960,1018
632051,964,1018
632052,961,1017
632053,961,1017
632054,959,1014
632055,958,1014
632056,958,1016
632057,960,1018
632058,962,1017
632059,960,1015
632060,957,1014
632061,957,1015
632062,958,1017
632063,962,1018
632064,960,1016
632065,959,1015
632066,957,1013
632067,958,1016
632068,959,1018
632069,962,1019
632070,963,1016
632071,962,1012
632072,958,1012
632073,958,1012
632074,960,1015
632075,962,1016
632076,964,1016
632077,964,1017
632078,965,1013
632079,965,1012
632080,969,1015
632081,971,1015
632082,972,1015
632083,974,1011
632084,974,1010
632085,971,1012
632086,972,1017
632087,973,1018
632088,974,1020
632089,972,1021
632090,974,1017
632091,978,1019
632092,980,1022
632093,983,1022
632094,983,1025
632095,983,1023
632096,983,1022
632097,981,1023
632098,984,1026
632099,986,1027
632100,984,1027
632101,983,1029
632102,981,1026
632103,979,1026
632104,980,1030
632105,982,1032
632106,984,1029
632107,985,1021
632108,984,1018
632109,980,1019
632110,973,1022
632111,970,1022
632112,968,1020
632113,965,1015
632114,961,1015
632115,956,1012
632116,955,1014
